名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
双桥路229号,浦东金桥,双桥路229号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
永宁路136弄,浦东金桥,永宁路136弄,0,板楼,155户,10栋,商品房/售后公房/动迁安置房/使用权,1986-2003年 ,0.8元/平米/月,上海伟发物业有限公司,上海建工集团
金桥商务公寓,浦东金桥,新金桥路255号,0,板楼,450户,1栋,商品房,2005年 ,6.3元/平米/月,上海日绅置业有限公司,上海日绅置业有限公司
金桥路283号,浦东金桥,金桥路283号,0,未知类型,1户,1栋,使用权,暂无信息 ,暂无信息,暂无信息,暂无信息
阳光欧洲城别墅(一期),浦东金桥,"佳林路115弄, 佳林路59号, 佳林路57号",0,板楼,229户,228栋,商品房/动迁安置房/使用权,1999年 ,1.5元/平米/月,上海市陆家嘴物业管理有限公司,上海阳光欧洲城投资发展集团有限公司
阳光欧洲城别墅(三期),浦东金桥,佳京路99弄,73995,板楼,281户,281栋,商品房/动迁安置房,2002年 ,1.5至2元/平米/月,上海市陆家嘴物业管理有限公司,上海富盛经济开发区开发有限公司
锦绣河山,浦东金杨,博山东路20弄1-7号,57162,塔楼,800户,4栋,商品房/动迁安置房/使用权,1996-1997年 ,1.4元/平米/月,海天物业,上海为至房地产开发有限公司
弘扬公寓,浦东金杨,栖山路1700弄,91957,板楼,256户,23栋,商品房/动迁安置房/使用权,1999年 ,0.85元/平米/月,上海通昌物业有限公司,上海弘扬集团
上泰花苑,浦东金杨,张杨路2855弄,67739,板楼,560户,48栋,商品房/动迁安置房/使用权,1998-2001年 ,0.55至0.88元/平米/月,暂无信息,上海上泰置业有限公司
栖山苑,浦东金杨,金桥路528弄,87288,板楼,68户,4栋,商品房,2002年 ,1.3元/平米/月,上海陆家嘴物业管理有限公司,上海长龙置业有限公司
昕泰苑,浦东金杨,居家桥路199弄,75957,板楼,296户,14栋,商品房/动迁安置房,2002年 ,0.8至1元/平米/月,上海仁信物业管理有限公司,上海昕商汇房地产开发有限公司
金樟花苑,浦东金杨,"栖山路1489弄,栖山路1555弄",68568,塔楼/板楼/塔板结合,1388户,66栋,商品房/动迁安置房/使用权,1994-2003年 ,0.89至1.3元/平米/月,凌志物业,仁和房产公司
海德苑,浦东金杨,"德平路215弄56-59号,博山东路112弄",80820,板楼,322户,14栋,商品房/动迁安置房,2006年 ,1.57元/平米/月,上海仁信物业管理有限公司,上海中星（集团）有限公司
仙都绿苑,浦东金杨,浦东大道2554号,51323,塔楼,666户,3栋,商品房/动迁安置房,2005年 ,1.92至2.24元/平米/月,自主物业,上海济川房地产开发有限公司
金云苑,浦东金杨,德平路58弄,63933,塔楼/板楼,358户,8栋,商品房/动迁安置房,1995-2004年 ,1.2元/平米/月,上海通昌物业有限公司,上海金云房产有限公司
艾山新村,浦东金杨,德平路764弄,52963,板楼,607户,31栋,商品房/售后公房/动迁安置房/使用权,1995-1996年 ,0.7至0.8元/平米/月,上海三凌物业管理公司,上海住友房地产发展有限公司
上房金丰苑,浦东金杨,浦东大道2567弄,72958,板楼,711户,20栋,商品房/动迁安置房,2002-2003年 ,1.5元/平米/月,上房物业,上海金丰投资股份有限公司
香山新村西南街坊,浦东金杨,"德平路1134弄,灵山路1724弄,灵山路1726弄",60517,板楼,1563户,124栋,商品房/动迁安置房/使用权,1995-2000年 ,0.35至0.8元/平米/月,欣晟物业,上海中星（集团）有限公司
罗山六村,浦东金杨,"德平路100弄,博山东路20弄",57239,板楼,1330户,62栋,商品房/售后公房/动迁安置房/使用权,1989-1998年 ,0.3至0.8元/平米/月,通昌物业,上海市浦东金桥建设有限责任公司
金杨新村八街坊,浦东金杨,"银山路342弄,银山路370弄",50366,塔楼,1536户,8栋,商品房/售后公房/动迁安置房,1996年 ,0.95元/平米/月,上海陆家嘴双乐物业管理有限公司,上海建工房产有限公司
大桥花苑,浦东金杨,居家桥路151弄,53880,板楼,460户,22栋,商品房/售后公房/动迁安置房/使用权,1994-1995年 ,0.8元/平米/月,上海洋泾物业公司,无开发商
金杨六街坊,浦东金杨,灵山路2000弄,77413,板楼,768户,32栋,商品房/售后公房/动迁安置房,1993-1995年 ,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海建工房产有限公司
和景商务楼,浦东金杨,居家桥路955弄1号,0,板楼,231户,1栋,商品房/动迁安置房,1992-1993年 ,0.8元/平米/月,景佳物业,上海景元置业有限公司
香山新村西北街坊,浦东金杨,"德平路1066弄,灵山路1671弄",58580,板楼,1470户,115栋,商品房/售后公房/动迁安置房/使用权,1995-2002年 ,0.35至0.8元/平米/月,上海欣城物业有限公司,上海宏胜集团
银山路187弄,浦东金杨,银山路187弄,53404,板楼,24户,2栋,商品房,1997年 ,0.8元/平米/月,上海陆家嘴双乐物业管理有限公司,锦和集团
银山路185弄,浦东金杨,银山路185弄,52981,板楼,60户,5栋,商品房/动迁安置房,1994年 ,0.8元/平米/月,上海兴晖物业管理有限公司,上海陆家嘴房产开发有限公司
天元公寓,浦东金杨,羽山路1980弄,58998,塔楼,576户,3栋,商品房/动迁安置房,1997-1999年 ,0.8元/平米/月,上海诚悦物业管理有限公司,上海宏泰房地产有限公司
上海未来,浦东金杨,"云山路835弄,云山路839弄",100880,板楼,1110户,80栋,商品房,2003-2005年 ,1.5至1.65元/平米/月,上海永升物业管理有限公司,上海置城房地产有限公司
德乐苑,浦东金杨,博山东路136弄,77362,板楼,164户,15栋,商品房/动迁安置房,2002年 ,1.1元/平米/月,上海市洋泾物业公司,上海通联房地产有限公司
金茂花园,浦东金杨,"浦东大道2515号, 浦东大道2521号",56896,塔楼,475户,2栋,商品房/动迁安置房/使用权,1997年 ,1.5至1.66元/平米/月,上海金茂物业管理有限公司,上海建工集团
罗山三村,浦东金杨,"博山东路111弄,德平路143弄,德平路155弄,栖山路1088弄,龙居路150弄,龙居路180弄",58552,板楼,2869户,147栋,商品房/售后公房/动迁安置房/使用权,1984-1999年 ,0.8元/平米/月,通昌物业,上海建工房产有限公司
新世纪名苑,浦东金杨,枣庄路500弄,98324,板楼,473户,20栋,商品房/动迁安置房,2002年 ,1.9元/平米/月,上海金桥物业有限公司,上海金桥房地产发展有限公司
广洋苑,浦东金杨,"居家桥路699弄,张杨路3083弄",89522,板楼,1001户,73栋,商品房/动迁安置房,2002年 ,1.2元/平米/月,上海城建物业管理有限公司,上海洋泾物业有限公司
居家桥路520弄,浦东金杨,居家桥路520弄,0,板楼,192户,8栋,商品房/动迁安置房/使用权,1996年 ,0.5元/平米/月,上海通昌物业有限公司,上海建工集团股份有限公司
金桥路226弄,浦东金杨,金桥路226弄,50880,板楼,360户,12栋,商品房/售后公房/动迁安置房/使用权,1976-1982年 ,0.35元/平米/月,暂无信息,暂无信息
云山苑,浦东金杨,栖山路1578弄,0,板楼,56户,3栋,商品房,2004年 ,1.8元/平米/月,洋栖物业,上海青峰房地产投资咨询实业有限公司
广洋苑,浦东金杨,"居家桥路699弄,张杨路3083弄",89522,板楼,1001户,73栋,商品房/动迁安置房,2002年 ,1.2元/平米/月,上海城建物业管理有限公司,上海洋泾物业有限公司
栖山苑,浦东金杨,金桥路528弄,87288,板楼,68户,4栋,商品房,2002年 ,1.3元/平米/月,上海陆家嘴物业管理有限公司,上海长龙置业有限公司
龙居大厦,浦东金杨,"浦东大道2508号, 龙居路1号",48984,塔楼,114户,1栋,商品房,2002年 ,1.2元/平米/月,金杨物业,上海建工房产有限公司
东方知音苑,浦东金杨,博山东路811弄,97836,板楼,1473户,95栋,商品房/动迁安置房/使用权,2002-2003年 ,1.35至1.65元/平米/月,上海科瑞物业管理发展有限公司,复地集团
德乐苑,浦东金杨,博山东路136弄,77362,板楼,164户,15栋,商品房/动迁安置房,2002年 ,1.1元/平米/月,上海市洋泾物业公司,上海通联房地产有限公司
海德苑,浦东金杨,"德平路215弄56-59号,博山东路112弄",80820,板楼,322户,14栋,商品房/动迁安置房,2006年 ,1.57元/平米/月,上海仁信物业管理有限公司,上海中星（集团）有限公司
金茂花园,浦东金杨,"浦东大道2515号, 浦东大道2521号",56896,塔楼,475户,2栋,商品房/动迁安置房/使用权,1997年 ,1.5至1.66元/平米/月,上海金茂物业管理有限公司,上海建工集团
博山公寓,浦东金杨,博山东路173弄10-20号,57416,塔楼,252户,3栋,商品房/动迁安置房/使用权,1998-2000年 ,1.35元/平米/月,上海金杨物业,上海通联房地产有限公司
居家桥路520弄,浦东金杨,居家桥路520弄,0,板楼,192户,8栋,商品房/动迁安置房/使用权,1996年 ,0.5元/平米/月,上海通昌物业有限公司,上海建工集团股份有限公司
云山苑,浦东金杨,栖山路1578弄,0,板楼,56户,3栋,商品房,2004年 ,1.8元/平米/月,洋栖物业,上海青峰房地产投资咨询实业有限公司
香山新村东南街坊,浦东金杨,"德平路1189弄90支弄,灵山路1840弄,德平路1189弄",53383,塔楼/板楼,2633户,98栋,商品房/已购公房/动迁安置房/使用权,1995-1998年 ,0.5至1元/平米/月,欣晟物业,上海宏胜集团
天枫公寓,浦东金杨,羽山路1950弄,71875,板楼,116户,6栋,商品房/动迁安置房,2001-2002年 ,1元/平米/月,上海宏胜物业有限公司,上海宏泰房地产有限公司
浦东大道2511弄,浦东金杨,浦东大道2511弄（不包含19号）,52214,板楼,388户,18栋,商品房/动迁安置房,1993-1994年 ,0.8元/平米/月,上海洋泾物业有限公司,上海城建一司
东兴华苑,浦东金杨,金台路128弄,84916,板楼,284户,22栋,商品房/动迁安置房,2002年 ,1.1至1.5元/平米/月,浦兴物业,上海东兴房地产开发有限公司
天虹苑,浦东金杨,德平路1060弄,80315,板楼,257户,8栋,商品房/动迁安置房,2003年 ,1.15元/平米/月,上海宏盛物业公司,上海宏泰房地产有限公司
通联苑,浦东金杨,"居家桥路688弄（一期）,博山东路188弄（二期）",73669,板楼,741户,40栋,商品房/动迁安置房,2000-2002年 ,0.75元/平米/月,通昌物业,上海通联房地产有限公司
金杨新村五街坊,浦东金杨,"银山路115弄,云山路1395弄,金杨路308弄,金杨路220弄",55781,板楼,3895户,226栋,商品房/已购公房/售后公房/动迁安置房/使用权,1994-1999年 ,0.8元/平米/月,上海陆家嘴双乐物业管理有限公司,上海锦和投资集团有限公司
金杨公寓,浦东金杨,银山路72弄,60953,塔楼,960户,5栋,商品房/动迁安置房/使用权,1995-1997年 ,0.7至0.8元/平米/月,上海陆家嘴物业管理有限公司,上海陆家嘴金融贸易区开发股份有限公司
点睛苑,浦东金杨,金杨路758弄,75312,板楼,172户,16栋,商品房/动迁安置房,1999年 ,1.1元/平米/月,上海欣城物业有限公司,上点房产开发公司
金杨新村九街坊,浦东金杨,"金杨路685弄,金杨路757弄,金杨路785弄,金杨路3680弄,金杨路3518号",52554,板楼,2865户,207栋,商品房/售后公房/动迁安置房/使用权,1993-1998年 ,0.8元/平米/月,上海欣城物业有限公司,上海陆家嘴房产开发有限公司
仁和花苑,浦东金杨,"德平路730弄,张杨路2850弄,张杨路2798弄",58246,塔楼/板楼,614户,22栋,商品房/售后公房/动迁安置房/使用权,1994-1998年 ,0.6至0.7元/平米/月,上海仁和物业管理公司,上海仁和置业有限公司
罗山三村,浦东金杨,"博山东路111弄,德平路143弄,德平路155弄,栖山路1088弄,龙居路150弄,龙居路180弄",58552,板楼,2869户,147栋,商品房/售后公房/动迁安置房/使用权,1984-1999年 ,0.8元/平米/月,通昌物业,上海建工房产有限公司
新世纪名苑,浦东金杨,枣庄路500弄,98324,板楼,473户,20栋,商品房/动迁安置房,2002年 ,1.9元/平米/月,上海金桥物业有限公司,上海金桥房地产发展有限公司
罗山六村,浦东金杨,"德平路100弄,博山东路20弄",57239,板楼,1330户,62栋,商品房/售后公房/动迁安置房/使用权,1989-1998年 ,0.3至0.8元/平米/月,通昌物业,上海市浦东金桥建设有限责任公司
黄山二村,浦东金杨,"博山东路459弄, 居家桥路575弄, 栖山路1558弄, 博山东路468号, 博山东路482号, 博山东路446号, 博山东路448号",80013,板楼,916户,63栋,商品房/动迁安置房,1995-1998年 ,0.8元/平米/月,上海浦东新区花木物业公司,上海建工房产有限公司
香山新村西南街坊,浦东金杨,"德平路1134弄,灵山路1724弄,灵山路1726弄",60517,板楼,1563户,124栋,商品房/动迁安置房/使用权,1995-2000年 ,0.35至0.8元/平米/月,欣晟物业,上海中星（集团）有限公司
金云苑,浦东金杨,德平路58弄,63933,塔楼/板楼,358户,8栋,商品房/动迁安置房,1995-2004年 ,1.2元/平米/月,上海通昌物业有限公司,上海金云房产有限公司
艾山新村,浦东金杨,德平路764弄,52963,板楼,607户,31栋,商品房/售后公房/动迁安置房/使用权,1995-1996年 ,0.7至0.8元/平米/月,上海三凌物业管理公司,上海住友房地产发展有限公司
上房金丰苑,浦东金杨,浦东大道2567弄,72958,板楼,711户,20栋,商品房/动迁安置房,2002-2003年 ,1.5元/平米/月,上房物业,上海金丰投资股份有限公司
金台三居,浦东金杨,"金桥路1502弄,金桥路1504弄,金桥路1498弄,金桥路1490弄,金桥路1500弄,金桥路1506弄,金桥路1508弄,金桥路1510弄",47671,板楼,1691户,133栋,商品房/售后公房/动迁安置房/使用权,1984-2009年 ,0.8元/平米/月,上海建工物业有限公司,上海建工房产有限公司
金杨新村三街坊,浦东金杨,"枣庄路658弄,金口路53弄,金口路155弄,枣庄路552弄",57475,板楼,2346户,161栋,商品房/售后公房/动迁安置房,1994-1996年 ,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司
罗山一村,浦东金杨,"德平路25弄,龙居路30弄,浦东大道2388弄",55447,板楼,1614户,87栋,商品房/售后公房/动迁安置房,1991-1999年 ,0.6元/平米/月,上海通昌物业管理有限公司,上海建工房产有限公司
信罗大厦,浦东金杨,罗山路589弄,59113,塔楼/板楼,150户,2栋,商品房/动迁安置房,1996年 ,0.6元/平米/月,宏盛物业,悦华
枣庄路118弄,浦东金杨,枣庄路118弄,93387,板楼,162户,15栋,商品房/动迁安置房,1998年 ,0.8元/平米/月,上海联洋港力物业管理有限公司,上海城投置业管理有限公司
金杨一街坊,浦东金杨,居家桥路737弄,57082,板楼,579户,47栋,商品房/动迁安置房,1995-1996年 ,0.8元/平米/月,上海联洋物业服务有限公司,锦和集团
金杨路750弄,浦东金杨,金杨路750弄,59507,板楼,450户,38栋,商品房/动迁安置房,1995-1998年 ,1.35元/平米/月,上海陆家嘴物业管理有限公司,上海陆家嘴房产开发有限公司
蝶恋园,浦东金杨,栖山路1899弄,77719,板楼,524户,46栋,商品房/动迁安置房,2001年 ,0.7元/平米/月,上海为至物业管理有限公司,上海海东房地产有限公司
弘扬雅苑,浦东金杨,栖山路1876弄,99354,板楼,526户,28栋,商品房/动迁安置房,2002-2003年 ,1.37至1.5元/平米/月,上海市陆家嘴物业管理有限公司,上海弘扬房地产开发有限公司
金桥路530弄,浦东金杨,金桥路530弄,74777,板楼,234户,15栋,商品房/售后公房/动迁安置房,1993年 ,0.65元/平米/月,上海华高物业有限公司,上海华高房地产开发经营有限公司
通昌苑,浦东金杨,龙居路111弄,88021,板楼,186户,9栋,商品房/动迁安置房,2003年 ,0.85元/平米/月,上海通联物业管理有限公司,上海通联房地产有限公司
金杨二街坊,浦东金杨,"金口路44弄,金杨路273弄,云山路1043弄,云山路1045弄",62322,板楼,1947户,147栋,商品房/已购公房/售后公房/动迁安置房/使用权,1994-2008年 ,0.8元/平米/月,陆家嘴物业公司,上海虹桥高尔夫俱乐部有限公司
弘扬公寓,浦东金杨,栖山路1700弄,91957,板楼,256户,23栋,商品房/动迁安置房/使用权,1999年 ,0.85元/平米/月,上海通昌物业有限公司,上海弘扬集团
罗山五村,浦东金杨,"博山东路41弄,万德路50弄,万德路52弄",60050,板楼,1008户,49栋,商品房/售后公房/动迁安置房,1990-1995年 ,0.45至1.2元/平米/月,上海通昌物业管理有限公司,上海市浦东金桥建设有限责任公司
金杨新村十街坊,浦东金杨,"金杨路660弄,金台路161弄,金台路115弄",52999,板楼,2498户,153栋,商品房/动迁安置房/使用权,1965-1998年 ,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司
金芝苑,浦东金杨,枣庄路853弄,59113,板楼,260户,22栋,商品房/动迁安置房,1995-1997年 ,0.8元/平米/月,上海建工物业有限公司,上海锦和千岛置业有限公司
罗山七村,浦东金杨,"龙居路191弄,博山东路173弄2-38号",56298,板楼,1536户,66栋,商品房/动迁安置房/使用权,1995-1998年 ,0.8元/平米/月,上海通昌物业管理有限公司,上海建工房产有限公司
栖山家园,浦东金杨,栖山路1460弄,84254,板楼,441户,38栋,商品房/售后公房/动迁安置房,2003-2004年 ,0.9元/平米/月,虹云物业,上海城投置业管理有限公司
始信北苑,浦东金杨,栖山路1636弄,89368,板楼,541户,33栋,商品房/动迁安置房/使用权,2003年 ,0.85元/平米/月,上海物业,上海城投置地有限公司
金桥瑞仕花园,浦东金杨,枣庄路399弄,106193,板楼,1423户,45栋,商品房/动迁安置房/使用权,2007-2009年 ,4元/平米/月,上实物业,上海黄山合城置业有限公司
金桥路226弄,浦东金杨,金桥路226弄,50880,板楼,360户,12栋,商品房/售后公房/动迁安置房/使用权,1976-1982年 ,0.35元/平米/月,暂无信息,暂无信息
栖山路1861弄,浦东金杨,栖山路1861弄,55947,板楼,360户,30栋,商品房/动迁安置房,1994-1997年 ,0.3至0.8元/平米/月,上海洋泾物业有限公司,上丰建业集团
桥畔小区,浦东金杨,罗山路665弄,55770,板楼,325户,27栋,商品房/动迁安置房,1997年 ,0.8元/平米/月,建工物业,上海建工集团
罗山八村,浦东金杨,"德平路215弄1-55号,博山东路128弄",61716,板楼,474户,37栋,商品房/动迁安置房/使用权,1995-2000年 ,0.4元/平米/月,上海通昌物业有限公司,浦东房地产开发公司
金芙苑,浦东金杨,枣庄路769弄,68047,板楼,130户,10栋,商品房/动迁安置房,1997年 ,0.55元/平米/月,上海欣城物业有限公司,上海陆家嘴房产开发有限公司
东方广场,浦东金杨,万德路11弄,88107,板楼,208户,2栋,商品房,2004年 ,1.6至2.8元/平米/月,上海绿地物业服务有限公司,上海兴荣房地产发展有限公司
龙居花苑,浦东金杨,"栖山路1299弄,栖山路1300弄",68769,板楼,84户,8栋,商品房/动迁安置房,1999年 ,0.8元/平米/月,人民企业集团物业,上海考林斯联房地产有限公司
沪东大楼,浦东金杨,"德平路12弄10号,浦东大道2346号",48722,塔楼,289户,3栋,商品房/动迁安置房,1990-1995年 ,0.6元/平米/月,船厂物业,沪东中华造船(集团)有限公司
罗山二村,浦东金杨,"德平路34弄,德平路24弄",53330,板楼,504户,23栋,商品房/动迁安置房/使用权,1990-1996年 ,0.8元/平米/月,上海通昌物业有限公司,上海高桥石油化工有限公司
金台苑,浦东金杨,金台路181弄,62293,板楼,108户,9栋,商品房/动迁安置房,2000年 ,0.8元/平米/月,金杨物业,上海金桥房地产发展有限公司
天元公寓,浦东金杨,羽山路1980弄,58998,塔楼,576户,3栋,商品房/动迁安置房,1997-1999年 ,0.8元/平米/月,上海诚悦物业管理有限公司,上海宏泰房地产有限公司
天元公寓,浦东金杨,羽山路1980弄,58998,塔楼,576户,3栋,商品房/动迁安置房,1997-1999年 ,0.8元/平米/月,上海诚悦物业管理有限公司,上海宏泰房地产有限公司
上海未来,浦东金杨,"云山路835弄,云山路839弄",100880,板楼,1110户,80栋,商品房,2003-2005年 ,1.5至1.65元/平米/月,上海永升物业管理有限公司,上海置城房地产有限公司
始信北苑,浦东金杨,栖山路1636弄,89368,板楼,541户,33栋,商品房/动迁安置房/使用权,2003年 ,0.85元/平米/月,上海物业,上海城投置地有限公司
仙都绿苑,浦东金杨,浦东大道2554号,51323,塔楼,666户,3栋,商品房/动迁安置房,2005年 ,1.92至2.24元/平米/月,自主物业,上海济川房地产开发有限公司
罗山五村,浦东金杨,"博山东路41弄,万德路50弄,万德路52弄",60050,板楼,1008户,49栋,商品房/售后公房/动迁安置房,1990-1995年 ,0.45至1.2元/平米/月,上海通昌物业管理有限公司,上海市浦东金桥建设有限责任公司
金杨新村十街坊,浦东金杨,"金杨路660弄,金台路161弄,金台路115弄",52999,板楼,2498户,153栋,商品房/动迁安置房/使用权,1965-1998年 ,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司
金芝苑,浦东金杨,枣庄路853弄,59113,板楼,260户,22栋,商品房/动迁安置房,1995-1997年 ,0.8元/平米/月,上海建工物业有限公司,上海锦和千岛置业有限公司
金杨新村五街坊,浦东金杨,"银山路115弄,云山路1395弄,金杨路308弄,金杨路220弄",55781,板楼,3895户,226栋,商品房/已购公房/售后公房/动迁安置房/使用权,1994-1999年 ,0.8元/平米/月,上海陆家嘴双乐物业管理有限公司,上海锦和投资集团有限公司
金杨公寓,浦东金杨,银山路72弄,60953,塔楼,960户,5栋,商品房/动迁安置房/使用权,1995-1997年 ,0.7至0.8元/平米/月,上海陆家嘴物业管理有限公司,上海陆家嘴金融贸易区开发股份有限公司
点睛苑,浦东金杨,金杨路758弄,75312,板楼,172户,16栋,商品房/动迁安置房,1999年 ,1.1元/平米/月,上海欣城物业有限公司,上点房产开发公司
金台三居,浦东金杨,"金桥路1502弄,金桥路1504弄,金桥路1498弄,金桥路1490弄,金桥路1500弄,金桥路1506弄,金桥路1508弄,金桥路1510弄",47671,板楼,1691户,133栋,商品房/售后公房/动迁安置房/使用权,1984-2009年 ,0.8元/平米/月,上海建工物业有限公司,上海建工房产有限公司
金杨新村三街坊,浦东金杨,"枣庄路658弄,金口路53弄,金口路155弄,枣庄路552弄",57475,板楼,2346户,161栋,商品房/售后公房/动迁安置房,1994-1996年 ,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司
金云苑,浦东金杨,德平路58弄,63933,塔楼/板楼,358户,8栋,商品房/动迁安置房,1995-2004年 ,1.2元/平米/月,上海通昌物业有限公司,上海金云房产有限公司
艾山新村,浦东金杨,德平路764弄,52963,板楼,607户,31栋,商品房/售后公房/动迁安置房/使用权,1995-1996年 ,0.7至0.8元/平米/月,上海三凌物业管理公司,上海住友房地产发展有限公司
上房金丰苑,浦东金杨,浦东大道2567弄,72958,板楼,711户,20栋,商品房/动迁安置房,2002-2003年 ,1.5元/平米/月,上房物业,上海金丰投资股份有限公司
金桥瑞仕花园,浦东金杨,枣庄路399弄,106193,板楼,1423户,45栋,商品房/动迁安置房/使用权,2007-2009年 ,4元/平米/月,上实物业,上海黄山合城置业有限公司
栖山家园,浦东金杨,栖山路1460弄,84254,板楼,441户,38栋,商品房/售后公房/动迁安置房,2003-2004年 ,0.9元/平米/月,虹云物业,上海城投置业管理有限公司
香山新村西南街坊,浦东金杨,"德平路1134弄,灵山路1724弄,灵山路1726弄",60517,板楼,1563户,124栋,商品房/动迁安置房/使用权,1995-2000年 ,0.35至0.8元/平米/月,欣晟物业,上海中星（集团）有限公司
金杨新村八街坊,浦东金杨,"银山路342弄,银山路370弄",50366,塔楼,1536户,8栋,商品房/售后公房/动迁安置房,1996年 ,0.95元/平米/月,上海陆家嘴双乐物业管理有限公司,上海建工房产有限公司
住友名人花园,浦东金杨,张杨路2999弄,81850,板楼,703户,48栋,商品房/动迁安置房,2000-2002年 ,1.35至1.4元/平米/月,上海汇虹物业管理有限公司,上海住友房地产发展有限公司
大桥花苑,浦东金杨,居家桥路151弄,53880,板楼,460户,22栋,商品房/售后公房/动迁安置房/使用权,1994-1995年 ,0.8元/平米/月,上海洋泾物业公司,无开发商
金杨六街坊,浦东金杨,灵山路2000弄,77413,板楼,768户,32栋,商品房/售后公房/动迁安置房,1993-1995年 ,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海建工房产有限公司
和景商务楼,浦东金杨,居家桥路955弄1号,0,板楼,231户,1栋,商品房/动迁安置房,1992-1993年 ,0.8元/平米/月,景佳物业,上海景元置业有限公司
金杨新村十一街坊,浦东金杨,"杨高中路750弄,枣庄路1029弄",54032,板楼,1434户,102栋,商品房/售后公房/动迁安置房/使用权,1993-2000年 ,0.8元/平米/月,上海润美物业管理有限公司,上海建工房产有限公司
金杨七街坊,浦东金杨,"金口路471弄,金口路411弄,枣庄路810弄,枣庄路998弄",52548,板楼,3137户,170栋,商品房/售后公房/动迁安置房/使用权,1995-1996年 ,0.8元/平米/月,上海陆家嘴双乐物业管理有限公司,上海锦和投资集团有限公司
寺前浜,浦东金杨,"浦东大道2641弄,浦东大道2639弄",49915,板楼,1630户,74栋,商品房/售后公房/动迁安置房/使用权/军产,1984-2001年 ,0.6元/平米/月,建工物业,暂无信息
兴和苑,浦东金杨,浦东大道2406弄,73402,板楼,95户,6栋,商品房,2003年 ,1.15元/平米/月,上海洋泾物业有限公司,上海兴和房地产发展有限公司
石油大院,浦东金杨,浦东大道2556号,54073,板楼,22户,1栋,商品房,1995-1996年 ,暂无信息,无,上海上实房地产有限公司
黄山一村,浦东金杨,博山东路440弄、博山东路484号，博山东路440弄43,80961,板楼,842户,53栋,商品房/动迁安置房,1995-1998年 ,0.8元/平米/月,暂无信息,暂无信息
黄山三村,浦东金杨,栖山路1558弄,87129,板楼,384户,29栋,商品房/经济适用房/动迁安置房,1990-1996年 ,0.8元/平米/月,暂无信息,暂无信息
通联公寓,浦东金杨,龙居路29弄,67562,板楼,60户,1栋,商品房/动迁安置房,2009年 ,1.7元/平米/月,通昌物业,上海通联房地产有限公司
栖山路1427-1429号,浦东金杨,栖山路1427-1429号,0,板楼,1户,1栋,商品房,1994年 ,8元/平米/月,凌志物业,上海上实海云置业有限公司
金台路13号,浦东金杨,金台路13号,0,板楼,1户,1栋,商品房,2007年 ,4元/平米/月,上海百舸物业管理有限公司,上海咸亨实业发展有限公司
居家桥路19弄,浦东金杨,居家桥路19弄,0,板楼,132户,10栋,商品房/动迁安置房,2002年 ,1.2元/平米/月,暂无信息,上海建工集团股份有限公司
金台路200弄,浦东金杨,金台路200弄,0,板楼,131户,8栋,商品房/使用权,1996年 ,0.6元/平米/月,上海上菱房地产开发有限公司,上海上菱房地产开发有限公司
"张杨路3070,3072号",浦东金杨,张杨路3070，3072号,0,板楼,1户,1栋,商品房,2001年 ,1.8元/平米/月,暂无信息,上海中房亿泰房地产开发有限公司
栖山路1907号,浦东金杨,栖山路1907号,0,塔楼,1户,1栋,商品房,1995年 ,4元/平米/月,暂无信息,无
龙居苑,浦东金杨,"浦东大道2448弄,龙居路2弄",85802,板楼,301户,5栋,商品房/动迁安置房,2005年 ,1.8元/平米/月,考林斯联物业,上海考林斯联房地产有限公司
金台路102号,浦东金杨,金台路102号,0,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
栖山路1908号,浦东金杨,栖山路1908号,0,板楼,1户,1栋,商品房,1995年 ,0.6元/平米/月,暂无信息,上海万科置业
名典苑,浦东金杨,"张杨路3080弄, 张杨路3094~3096号",85872,板楼,149户,6栋,商品房,2001-2002年 ,1.8至2元/平米/月,上房物业管理有限公司,中房上海房地产开发总公司奉贤分公司
百舸商务酒店公寓,浦东金杨,枣庄路959号,0,板楼,136户,1栋,商品房/已购公房/动迁安置房,2007年 ,4元/平米/月,上海百舸物业管理有限公司,上海咸亨实业发展有限公司
德平路229-233号,浦东金杨,德平路229-233号,0,板楼,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
亚龙大酒店,浦东金杨,居家桥路595号,0,板楼,270户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
德平路8-10号,浦东金杨,德平路8-10号,0,板楼,1户,1栋,商品房,2008年 ,2.8元/平米/月,上置物业, 西安保亿名卓置业有限公司
周康一村,浦东康桥,周康新村,44139,板楼,568户,47栋,商品房/动迁安置房/使用权,1993-2001年 ,0.3至0.7元/平米/月,上海康旺物业有限公司,周康置业开发有限公司
